Phrase,Match,Similiarity
aircrafts manufactured Boeing ?,ROE Indian market ?,0.08397286
aircrafts manufactured Boeing ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.0005446635
aircrafts manufactured Boeing ?,profitable airports ?,0.10673879
aircrafts manufactured Boeing ?,Give detailed breakup income expenses South-East Asia,-0.034283917
aircrafts manufactured Boeing ?,detailed income statement breakdown Axa ?,0.09197829
aircrafts manufactured Boeing ?,country Europe going grow 2020 ?,0.12316866
aircrafts manufactured Boeing ?,airline industry performing globally ?,0.42098024
aircrafts manufactured Boeing ?,prominent legal cases ?,0.012224132
aircrafts manufactured Boeing ?,Show oil rigs world,0.07689685
aircrafts manufactured Boeing ?,profits clocked Cholamandalam 2020 ?,0.103049695
aircrafts manufactured Boeing ?,prominent bankruptcies 2020 ?,0.012224132
aircrafts manufactured Boeing ?,Lloyd 's syndicates owns maximum number assets ?,-0.03168796
aircrafts manufactured Boeing ?,company compares peers ?,0.050132483
aircrafts manufactured Boeing ?,many passengers carried ?,0.0708865
aircrafts manufactured Boeing ?,total losses companies country non life market ?,0.17129734
aircrafts manufactured Boeing ?,much money Lloyd 's London make last year ?,0.10420245
aircrafts manufactured Boeing ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.012533065
aircrafts manufactured Boeing ?,profitable insurance company India,0.1067388
aircrafts manufactured Boeing ?,complete profile top oil rigs ?,0.058020465
aircrafts manufactured Boeing ?,premiums market share top 5 companies India ?,0.017954923
aircrafts manufactured Boeing ?,risks motor insurance segment India ?,0.05812402
aircrafts manufactured Boeing ?,impacted airline industry 2020 ?,0.053641196
aircrafts manufactured Boeing ?,forecasted insurance premium penetration country trend compare peers ?,0.19421749
aircrafts manufactured Boeing ?,"profit margins airlines industry years , regions ?",0.09364207
aircrafts manufactured Boeing ?,oil industry perform Brazil ?,0.19490105
Insurance premiums market Country,much premiums grown compared claims India ?,0.01643698
Insurance premiums market Country,biggest acquisitions 2020 ?,0.064593405
Insurance premiums market Country,share price Qantas ?,0.0539141
Insurance premiums market Country,main distribution channels India ?,0.02632809
Insurance premiums market Country,economic profit country compare others ?,0.11355707
Insurance premiums market Country,top airports ?,0.013343733
Insurance premiums market Country,many fatal air accidents till date ?,-0.019244611
Insurance premiums market Country,fleet Airbus ?,0.11295961
Insurance premiums market Country,List key performance indicators AXA ?,0.09614082
Insurance premiums market Country,company general information ?,0.07579245
Insurance premiums market Country,best performing insurance firms India ?,0.044650283
Insurance premiums market Country,premiums earned Indian insurance industry 2020 ?,0.55772173
Insurance premiums market Country,premiums break lines business India ?,0.55772173
Insurance premiums market Country,aircrafts manufactured Boeing ?,-0.063393734
Insurance premiums market Country,Insurance premiums market Country,1.0
Insurance premiums market Country,Mergers among airline companies ?,0.19658378
Insurance premiums market Country,demand potential India insurance ?,-0.0646337
Insurance premiums market Country,Airlines profitability Brazil ?,0.21359783
Insurance premiums market Country,Details Aban Abraham oil rig ?,0.051781666
Insurance premiums market Country,world premium penetration 2020,-0.082405366
Insurance premiums market Country,flow air traffic North America ?,-0.08688301
Insurance premiums market Country,Brazilian insurance market perform case sluggish economic scenario ?,-0.03521324
Insurance premiums market Country,capacity movement airline companies years ?,0.0051358137
Insurance premiums market Country,big airlines industry China ?,0.03254859
Insurance premiums market Country,main driver growth automobile industry Europe ?,0.02632809
Insurance premiums market Country,ROE Indian market ?,0.18444961
Insurance premiums market Country,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.031735696
Insurance premiums market Country,profitable airports ?,0.10007472
Insurance premiums market Country,Give detailed breakup income expenses South-East Asia,0.019107822
Insurance premiums market Country,detailed income statement breakdown Axa ?,0.039289825
Insurance premiums market Country,country Europe going grow 2020 ?,-0.03971836
Insurance premiums market Country,airline industry performing globally ?,0.13024557
Insurance premiums market Country,prominent legal cases ?,0.003037613
Insurance premiums market Country,Show oil rigs world,0.073456764
Insurance premiums market Country,profits clocked Cholamandalam 2020 ?,0.09377498
Insurance premiums market Country,prominent bankruptcies 2020 ?,0.003037613
Insurance premiums market Country,Lloyd 's syndicates owns maximum number assets ?,0.3150242
Insurance premiums market Country,company compares peers ?,0.07579245
Insurance premiums market Country,many passengers carried ?,-0.019244611
Insurance premiums market Country,total losses companies country non life market ?,0.04066302
Insurance premiums market Country,much money Lloyd 's London make last year ?,0.01643698
Insurance premiums market Country,Calendar year COR versus Accident year COR Lloyd 's ?,0.07352737
Insurance premiums market Country,profitable insurance company India,0.10007472
Insurance premiums market Country,complete profile top oil rigs ?,0.009620527
Insurance premiums market Country,premiums market share top 5 companies India ?,0.55772173
Insurance premiums market Country,risks motor insurance segment India ?,0.11955975
Insurance premiums market Country,impacted airline industry 2020 ?,0.07473222
Insurance premiums market Country,forecasted insurance premium penetration country trend compare peers ?,0.05294707
Insurance premiums market Country,"profit margins airlines industry years , regions ?",0.080925494
Insurance premiums market Country,oil industry perform Brazil ?,0.0545094
Mergers among airline companies ?,much premiums grown compared claims India ?,0.03643661
Mergers among airline companies ?,biggest acquisitions 2020 ?,0.056354992
Mergers among airline companies ?,share price Qantas ?,0.11637783
Mergers among airline companies ?,main distribution channels India ?,-0.03704382
Mergers among airline companies ?,economic profit country compare others ?,0.20043153
Mergers among airline companies ?,top airports ?,0.08061923
Mergers among airline companies ?,many fatal air accidents till date ?,0.08625745
Mergers among airline companies ?,fleet Airbus ?,0.052251283
Mergers among airline companies ?,List key performance indicators AXA ?,0.060578544
Mergers among airline companies ?,company general information ?,0.11175139
Mergers among airline companies ?,best performing insurance firms India ?,0.015945062
Mergers among airline companies ?,premiums earned Indian insurance industry 2020 ?,0.1331399
Mergers among airline companies ?,premiums break lines business India ?,0.1331399
Mergers among airline companies ?,aircrafts manufactured Boeing ?,0.06799999
Mergers among airline companies ?,Insurance premiums market Country,0.19658378
Mergers among airline companies ?,Mergers among airline companies ?,1.0
Mergers among airline companies ?,demand potential India insurance ?,0.08231667
Mergers among airline companies ?,Airlines profitability Brazil ?,0.13589495
Mergers among airline companies ?,Details Aban Abraham oil rig ?,0.20139754
Mergers among airline companies ?,world premium penetration 2020,0.09204665
Mergers among airline companies ?,flow air traffic North America ?,0.09045571
Mergers among airline companies ?,Brazilian insurance market perform case sluggish economic scenario ?,0.10488849
Mergers among airline companies ?,capacity movement airline companies years ?,-0.007362582
Mergers among airline companies ?,big airlines industry China ?,0.12612203
Mergers among airline companies ?,main driver growth automobile industry Europe ?,-0.03704382
Mergers among airline companies ?,ROE Indian market ?,0.17487386
Mergers among airline companies ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.045192532
Mergers among airline companies ?,profitable airports ?,0.23009215
Mergers among airline companies ?,Give detailed breakup income expenses South-East Asia,0.011039218
Mergers among airline companies ?,detailed income statement breakdown Axa ?,0.10525403
Mergers among airline companies ?,country Europe going grow 2020 ?,0.053936128
Mergers among airline companies ?,airline industry performing globally ?,0.19407216
Mergers among airline companies ?,prominent legal cases ?,0.008539312
Mergers among airline companies ?,Show oil rigs world,0.017684761
Mergers among airline companies ?,profits clocked Cholamandalam 2020 ?,0.14086202
Mergers among airline companies ?,prominent bankruptcies 2020 ?,0.008539312
Mergers among airline companies ?,Lloyd 's syndicates owns maximum number assets ?,0.13386026
Mergers among airline companies ?,company compares peers ?,0.11175139
Mergers among airline companies ?,many passengers carried ?,0.08625745
Mergers among airline companies ?,total losses companies country non life market ?,0.062444437
Mergers among airline companies ?,much money Lloyd 's London make last year ?,0.03643661
Mergers among airline companies ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.122958705
Mergers among airline companies ?,profitable insurance company India,0.23009215
Mergers among airline companies ?,complete profile top oil rigs ?,0.052823424
Mergers among airline companies ?,premiums market share top 5 companies India ?,0.1331399
Mergers among airline companies ?,risks motor insurance segment India ?,0.1431821
Mergers among airline companies ?,impacted airline industry 2020 ?,0.051185865
Mergers among airline companies ?,forecasted insurance premium penetration country trend compare peers ?,0.10164135
Mergers among airline companies ?,"profit margins airlines industry years , regions ?",0.042859428
Mergers among airline companies ?,oil industry perform Brazil ?,0.13492315
demand potential India insurance ?,much premiums grown compared claims India ?,0.033287786
demand potential India insurance ?,biggest acquisitions 2020 ?,0.052820913
demand potential India insurance ?,share price Qantas ?,0.08689909
demand potential India insurance ?,main distribution channels India ?,0.062569454
demand potential India insurance ?,economic profit country compare others ?,0.29113507
demand potential India insurance ?,top airports ?,0.008786039
demand potential India insurance ?,many fatal air accidents till date ?,0.15604115
demand potential India insurance ?,fleet Airbus ?,0.16851956
demand potential India insurance ?,List key performance indicators AXA ?,0.0306674
demand potential India insurance ?,company general information ?,0.23274347
demand potential India insurance ?,best performing insurance firms India ?,0.010775721
demand potential India insurance ?,premiums earned Indian insurance industry 2020 ?,0.1861018
demand potential India insurance ?,premiums break lines business India ?,0.1861018
demand potential India insurance ?,aircrafts manufactured Boeing ?,0.08776372
demand potential India insurance ?,Insurance premiums market Country,-0.0646337
demand potential India insurance ?,Mergers among airline companies ?,0.08231667
demand potential India insurance ?,demand potential India insurance ?,1.0
demand potential India insurance ?,Airlines profitability Brazil ?,0.07035553
demand potential India insurance ?,Details Aban Abraham oil rig ?,-0.029479807
demand potential India insurance ?,world premium penetration 2020,0.13808689
demand potential India insurance ?,flow air traffic North America ?,0.22083658
demand potential India insurance ?,Brazilian insurance market perform case sluggish economic scenario ?,0.09825214
demand potential India insurance ?,capacity movement airline companies years ?,0.3737392
demand potential India insurance ?,big airlines industry China ?,0.036454737
demand potential India insurance ?,main driver growth automobile industry Europe ?,0.062569454
demand potential India insurance ?,ROE Indian market ?,0.04742141
demand potential India insurance ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.024462454
demand potential India insurance ?,profitable airports ?,0.2799815
demand potential India insurance ?,Give detailed breakup income expenses South-East Asia,0.06912319
demand potential India insurance ?,detailed income statement breakdown Axa ?,0.027912322
demand potential India insurance ?,country Europe going grow 2020 ?,0.11675658
demand potential India insurance ?,airline industry performing globally ?,0.13321401
demand potential India insurance ?,prominent legal cases ?,0.053542666
demand potential India insurance ?,Show oil rigs world,0.07730016
demand potential India insurance ?,profits clocked Cholamandalam 2020 ?,0.3425538
demand potential India insurance ?,prominent bankruptcies 2020 ?,0.053542666
demand potential India insurance ?,Lloyd 's syndicates owns maximum number assets ?,-0.08244318
demand potential India insurance ?,company compares peers ?,0.23274347
demand potential India insurance ?,many passengers carried ?,0.15604115
demand potential India insurance ?,total losses companies country non life market ?,0.061751284
demand potential India insurance ?,much money Lloyd 's London make last year ?,0.033287786
demand potential India insurance ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.05289231
demand potential India insurance ?,profitable insurance company India,0.2799815
demand potential India insurance ?,complete profile top oil rigs ?,0.0053145494
demand potential India insurance ?,premiums market share top 5 companies India ?,0.1861018
demand potential India insurance ?,risks motor insurance segment India ?,0.16756451
demand potential India insurance ?,impacted airline industry 2020 ?,0.14228857
demand potential India insurance ?,forecasted insurance premium penetration country trend compare peers ?,0.28755182
demand potential India insurance ?,"profit margins airlines industry years , regions ?",0.2991994
demand potential India insurance ?,oil industry perform Brazil ?,0.24204454
Airlines profitability Brazil ?,much premiums grown compared claims India ?,0.025889859
Airlines profitability Brazil ?,biggest acquisitions 2020 ?,0.054598182
Airlines profitability Brazil ?,share price Qantas ?,0.043495715
Airlines profitability Brazil ?,main distribution channels India ?,0.019454192
Airlines profitability Brazil ?,economic profit country compare others ?,0.10747863
Airlines profitability Brazil ?,top airports ?,0.030996874
Airlines profitability Brazil ?,many fatal air accidents till date ?,0.0136386175
Airlines profitability Brazil ?,fleet Airbus ?,0.21233356
Airlines profitability Brazil ?,List key performance indicators AXA ?,0.054526377
Airlines profitability Brazil ?,company general information ?,0.16403332
Airlines profitability Brazil ?,best performing insurance firms India ?,-0.013631828
Airlines profitability Brazil ?,premiums earned Indian insurance industry 2020 ?,0.098688796
Airlines profitability Brazil ?,premiums break lines business India ?,0.098688796
Airlines profitability Brazil ?,aircrafts manufactured Boeing ?,0.3849653
Airlines profitability Brazil ?,Insurance premiums market Country,0.21359783
Airlines profitability Brazil ?,Mergers among airline companies ?,0.13589495
Airlines profitability Brazil ?,demand potential India insurance ?,0.07035553
Airlines profitability Brazil ?,Airlines profitability Brazil ?,0.99999994
Airlines profitability Brazil ?,Details Aban Abraham oil rig ?,0.07742736
Airlines profitability Brazil ?,world premium penetration 2020,-0.038322516
Airlines profitability Brazil ?,flow air traffic North America ?,0.02075686
Airlines profitability Brazil ?,Brazilian insurance market perform case sluggish economic scenario ?,0.04536188
Airlines profitability Brazil ?,capacity movement airline companies years ?,0.13600674
Airlines profitability Brazil ?,big airlines industry China ?,0.044527404
Airlines profitability Brazil ?,main driver growth automobile industry Europe ?,0.019454192
Airlines profitability Brazil ?,ROE Indian market ?,0.049074166
Airlines profitability Brazil ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.05329007
Airlines profitability Brazil ?,profitable airports ?,0.112400636
Airlines profitability Brazil ?,Give detailed breakup income expenses South-East Asia,-0.0028887056
Airlines profitability Brazil ?,detailed income statement breakdown Axa ?,0.034092564
Airlines profitability Brazil ?,country Europe going grow 2020 ?,0.03177873
Airlines profitability Brazil ?,airline industry performing globally ?,0.7207376
Airlines profitability Brazil ?,prominent legal cases ?,0.06295821
Airlines profitability Brazil ?,Show oil rigs world,0.025871966
Airlines profitability Brazil ?,profits clocked Cholamandalam 2020 ?,0.09778129
Airlines profitability Brazil ?,prominent bankruptcies 2020 ?,0.06295821
Airlines profitability Brazil ?,Lloyd 's syndicates owns maximum number assets ?,0.06461747
Airlines profitability Brazil ?,company compares peers ?,0.16403332
Airlines profitability Brazil ?,many passengers carried ?,0.013638623
Airlines profitability Brazil ?,total losses companies country non life market ?,0.037022896
Airlines profitability Brazil ?,much money Lloyd 's London make last year ?,0.025889859
Airlines profitability Brazil ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.059409574
Airlines profitability Brazil ?,profitable insurance company India,0.112400636
Airlines profitability Brazil ?,complete profile top oil rigs ?,-0.017565353
Airlines profitability Brazil ?,premiums market share top 5 companies India ?,0.098688796
Airlines profitability Brazil ?,risks motor insurance segment India ?,0.00868924
Airlines profitability Brazil ?,impacted airline industry 2020 ?,0.055177778
Airlines profitability Brazil ?,forecasted insurance premium penetration country trend compare peers ?,0.06863996
Airlines profitability Brazil ?,"profit margins airlines industry years , regions ?",0.07967902
Airlines profitability Brazil ?,oil industry perform Brazil ?,0.14999633
Details Aban Abraham oil rig ?,much premiums grown compared claims India ?,0.076673284
Details Aban Abraham oil rig ?,biggest acquisitions 2020 ?,-0.009657733
Details Aban Abraham oil rig ?,share price Qantas ?,0.01770257
Details Aban Abraham oil rig ?,main distribution channels India ?,0.022664221
Details Aban Abraham oil rig ?,economic profit country compare others ?,0.044653367
Details Aban Abraham oil rig ?,top airports ?,0.027354527
Details Aban Abraham oil rig ?,many fatal air accidents till date ?,0.058972184
Details Aban Abraham oil rig ?,fleet Airbus ?,-0.014901672
Details Aban Abraham oil rig ?,List key performance indicators AXA ?,0.118298955
Details Aban Abraham oil rig ?,company general information ?,0.08054932
Details Aban Abraham oil rig ?,best performing insurance firms India ?,-0.001596991
Details Aban Abraham oil rig ?,premiums earned Indian insurance industry 2020 ?,0.02446479
Details Aban Abraham oil rig ?,premiums break lines business India ?,0.02446479
Details Aban Abraham oil rig ?,aircrafts manufactured Boeing ?,0.018431174
Details Aban Abraham oil rig ?,Insurance premiums market Country,0.051781666
Details Aban Abraham oil rig ?,Mergers among airline companies ?,0.20139754
Details Aban Abraham oil rig ?,demand potential India insurance ?,-0.029479807
Details Aban Abraham oil rig ?,Airlines profitability Brazil ?,0.07742736
Details Aban Abraham oil rig ?,Details Aban Abraham oil rig ?,1.0
Details Aban Abraham oil rig ?,world premium penetration 2020,0.026181351
Details Aban Abraham oil rig ?,flow air traffic North America ?,-0.04758851
Details Aban Abraham oil rig ?,Brazilian insurance market perform case sluggish economic scenario ?,-0.0020469688
Details Aban Abraham oil rig ?,capacity movement airline companies years ?,-0.03768149
Details Aban Abraham oil rig ?,big airlines industry China ?,0.04444268
Details Aban Abraham oil rig ?,main driver growth automobile industry Europe ?,0.022664221
Details Aban Abraham oil rig ?,ROE Indian market ?,0.021381963
Details Aban Abraham oil rig ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.03269824
Details Aban Abraham oil rig ?,profitable airports ?,0.045137465
Details Aban Abraham oil rig ?,Give detailed breakup income expenses South-East Asia,-0.0011420865
Details Aban Abraham oil rig ?,detailed income statement breakdown Axa ?,0.35197967
Details Aban Abraham oil rig ?,country Europe going grow 2020 ?,0.015817193
Details Aban Abraham oil rig ?,airline industry performing globally ?,0.06418461
Details Aban Abraham oil rig ?,prominent legal cases ?,0.043160476
Details Aban Abraham oil rig ?,Show oil rigs world,0.028523829
Details Aban Abraham oil rig ?,profits clocked Cholamandalam 2020 ?,0.06191941
Details Aban Abraham oil rig ?,prominent bankruptcies 2020 ?,0.043160476
Details Aban Abraham oil rig ?,Lloyd 's syndicates owns maximum number assets ?,0.06500492
Details Aban Abraham oil rig ?,company compares peers ?,0.08054932
Details Aban Abraham oil rig ?,many passengers carried ?,0.058972184
Details Aban Abraham oil rig ?,total losses companies country non life market ?,0.08533719
Details Aban Abraham oil rig ?,much money Lloyd 's London make last year ?,0.076673284
Details Aban Abraham oil rig ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.19852093
Details Aban Abraham oil rig ?,profitable insurance company India,0.045137465
Details Aban Abraham oil rig ?,complete profile top oil rigs ?,0.18376866
Details Aban Abraham oil rig ?,premiums market share top 5 companies India ?,0.02446479
Details Aban Abraham oil rig ?,risks motor insurance segment India ?,0.074335195
Details Aban Abraham oil rig ?,impacted airline industry 2020 ?,0.1360195
Details Aban Abraham oil rig ?,forecasted insurance premium penetration country trend compare peers ?,0.05617418
Details Aban Abraham oil rig ?,"profit margins airlines industry years , regions ?",0.025903286
Details Aban Abraham oil rig ?,oil industry perform Brazil ?,0.02991032
world premium penetration 2020,much premiums grown compared claims India ?,0.10926172
world premium penetration 2020,biggest acquisitions 2020 ?,0.28041753
world premium penetration 2020,share price Qantas ?,0.1770231
world premium penetration 2020,main distribution channels India ?,0.07460834
world premium penetration 2020,economic profit country compare others ?,0.15414338
world premium penetration 2020,top airports ?,0.19974068
world premium penetration 2020,many fatal air accidents till date ?,0.16060154
world premium penetration 2020,fleet Airbus ?,0.16133192
world premium penetration 2020,List key performance indicators AXA ?,0.08292518
world premium penetration 2020,company general information ?,0.15721494
world premium penetration 2020,best performing insurance firms India ?,0.25472894
world premium penetration 2020,premiums earned Indian insurance industry 2020 ?,-0.03158492
world premium penetration 2020,premiums break lines business India ?,-0.03158492
world premium penetration 2020,aircrafts manufactured Boeing ?,0.06612519
world premium penetration 2020,Insurance premiums market Country,-0.082405366
world premium penetration 2020,Mergers among airline companies ?,0.09204665
world premium penetration 2020,demand potential India insurance ?,0.13808689
world premium penetration 2020,Airlines profitability Brazil ?,-0.038322516
world premium penetration 2020,Details Aban Abraham oil rig ?,0.026181351
world premium penetration 2020,world premium penetration 2020,1.0000002
world premium penetration 2020,flow air traffic North America ?,0.06788498
world premium penetration 2020,Brazilian insurance market perform case sluggish economic scenario ?,0.25636083
world premium penetration 2020,capacity movement airline companies years ?,0.06871573
world premium penetration 2020,big airlines industry China ?,0.13662536
world premium penetration 2020,main driver growth automobile industry Europe ?,0.07460834
world premium penetration 2020,ROE Indian market ?,0.007061445
world premium penetration 2020,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.0032813922
world premium penetration 2020,profitable airports ?,0.123559944
world premium penetration 2020,Give detailed breakup income expenses South-East Asia,0.05142713
world premium penetration 2020,detailed income statement breakdown Axa ?,0.007687309
world premium penetration 2020,country Europe going grow 2020 ?,0.5980386
world premium penetration 2020,airline industry performing globally ?,0.08290544
world premium penetration 2020,prominent legal cases ?,0.104102775
world premium penetration 2020,Show oil rigs world,0.071369976
world premium penetration 2020,profits clocked Cholamandalam 2020 ?,0.13367146
world premium penetration 2020,prominent bankruptcies 2020 ?,0.104102775
world premium penetration 2020,Lloyd 's syndicates owns maximum number assets ?,0.07682985
world premium penetration 2020,company compares peers ?,0.15721494
world premium penetration 2020,many passengers carried ?,0.16060153
world premium penetration 2020,total losses companies country non life market ?,0.11051489
world premium penetration 2020,much money Lloyd 's London make last year ?,0.10926172
world premium penetration 2020,Calendar year COR versus Accident year COR Lloyd 's ?,0.054343298
world premium penetration 2020,profitable insurance company India,0.12355994
world premium penetration 2020,complete profile top oil rigs ?,0.018928353
world premium penetration 2020,premiums market share top 5 companies India ?,-0.03158492
world premium penetration 2020,risks motor insurance segment India ?,0.11881183
world premium penetration 2020,impacted airline industry 2020 ?,0.010616582
world premium penetration 2020,forecasted insurance premium penetration country trend compare peers ?,0.05016935
world premium penetration 2020,"profit margins airlines industry years , regions ?",0.11528288
world premium penetration 2020,oil industry perform Brazil ?,0.13750333
flow air traffic North America ?,much premiums grown compared claims India ?,0.13239464
flow air traffic North America ?,biggest acquisitions 2020 ?,0.01312929
flow air traffic North America ?,share price Qantas ?,0.16834584
flow air traffic North America ?,main distribution channels India ?,0.14714149
flow air traffic North America ?,economic profit country compare others ?,0.097716525
flow air traffic North America ?,top airports ?,0.016284037
flow air traffic North America ?,many fatal air accidents till date ?,0.09506069
flow air traffic North America ?,fleet Airbus ?,-0.015641978
flow air traffic North America ?,List key performance indicators AXA ?,0.06342103
flow air traffic North America ?,company general information ?,0.055567384
flow air traffic North America ?,best performing insurance firms India ?,0.018214747
flow air traffic North America ?,premiums earned Indian insurance industry 2020 ?,0.017711412
flow air traffic North America ?,premiums break lines business India ?,0.017711412
flow air traffic North America ?,aircrafts manufactured Boeing ?,0.05705203
flow air traffic North America ?,Insurance premiums market Country,-0.08688301
flow air traffic North America ?,Mergers among airline companies ?,0.09045571
flow air traffic North America ?,demand potential India insurance ?,0.22083658
flow air traffic North America ?,Airlines profitability Brazil ?,0.02075686
flow air traffic North America ?,Details Aban Abraham oil rig ?,-0.04758851
flow air traffic North America ?,world premium penetration 2020,0.06788498
flow air traffic North America ?,flow air traffic North America ?,1.0000002
flow air traffic North America ?,Brazilian insurance market perform case sluggish economic scenario ?,0.04979771
flow air traffic North America ?,capacity movement airline companies years ?,0.18013415
flow air traffic North America ?,big airlines industry China ?,0.0389469
flow air traffic North America ?,main driver growth automobile industry Europe ?,0.14714149
flow air traffic North America ?,ROE Indian market ?,0.08823434
flow air traffic North America ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.003047388
flow air traffic North America ?,profitable airports ?,0.06897335
flow air traffic North America ?,Give detailed breakup income expenses South-East Asia,0.13321823
flow air traffic North America ?,detailed income statement breakdown Axa ?,0.0859632
flow air traffic North America ?,country Europe going grow 2020 ?,0.08750291
flow air traffic North America ?,airline industry performing globally ?,0.050587796
flow air traffic North America ?,prominent legal cases ?,-0.013586701
flow air traffic North America ?,Show oil rigs world,0.021586597
flow air traffic North America ?,profits clocked Cholamandalam 2020 ?,0.090082705
flow air traffic North America ?,prominent bankruptcies 2020 ?,-0.013586701
flow air traffic North America ?,Lloyd 's syndicates owns maximum number assets ?,0.034540154
flow air traffic North America ?,company compares peers ?,0.055567384
flow air traffic North America ?,many passengers carried ?,0.09506069
flow air traffic North America ?,total losses companies country non life market ?,0.09060866
flow air traffic North America ?,much money Lloyd 's London make last year ?,0.13239464
flow air traffic North America ?,Calendar year COR versus Accident year COR Lloyd 's ?,-0.04352082
flow air traffic North America ?,profitable insurance company India,0.06897335
flow air traffic North America ?,complete profile top oil rigs ?,0.07470769
flow air traffic North America ?,premiums market share top 5 companies India ?,0.017711412
flow air traffic North America ?,risks motor insurance segment India ?,0.10289086
flow air traffic North America ?,impacted airline industry 2020 ?,0.1288881
flow air traffic North America ?,forecasted insurance premium penetration country trend compare peers ?,0.082894996
flow air traffic North America ?,"profit margins airlines industry years , regions ?",0.033436377
flow air traffic North America ?,oil industry perform Brazil ?,0.21361238
Brazilian insurance market perform case sluggish economic scenario ?,much premiums grown compared claims India ?,0.025270106
Brazilian insurance market perform case sluggish economic scenario ?,biggest acquisitions 2020 ?,0.08848584
Brazilian insurance market perform case sluggish economic scenario ?,share price Qantas ?,0.080815405
Brazilian insurance market perform case sluggish economic scenario ?,main distribution channels India ?,0.092073925
Brazilian insurance market perform case sluggish economic scenario ?,economic profit country compare others ?,-0.007112842
Brazilian insurance market perform case sluggish economic scenario ?,top airports ?,0.09748294
Brazilian insurance market perform case sluggish economic scenario ?,many fatal air accidents till date ?,0.026431069
Brazilian insurance market perform case sluggish economic scenario ?,fleet Airbus ?,0.07087579
Brazilian insurance market perform case sluggish economic scenario ?,List key performance indicators AXA ?,-0.0019149445
Brazilian insurance market perform case sluggish economic scenario ?,company general information ?,0.07368322
Brazilian insurance market perform case sluggish economic scenario ?,best performing insurance firms India ?,0.08878617
Brazilian insurance market perform case sluggish economic scenario ?,premiums earned Indian insurance industry 2020 ?,0.021167599
Brazilian insurance market perform case sluggish economic scenario ?,premiums break lines business India ?,0.021167599
Brazilian insurance market perform case sluggish economic scenario ?,aircrafts manufactured Boeing ?,0.1035097
Brazilian insurance market perform case sluggish economic scenario ?,Insurance premiums market Country,-0.03521324
Brazilian insurance market perform case sluggish economic scenario ?,Mergers among airline companies ?,0.10488849
Brazilian insurance market perform case sluggish economic scenario ?,demand potential India insurance ?,0.09825214
Brazilian insurance market perform case sluggish economic scenario ?,Airlines profitability Brazil ?,0.04536188
Brazilian insurance market perform case sluggish economic scenario ?,Details Aban Abraham oil rig ?,-0.0020469688
Brazilian insurance market perform case sluggish economic scenario ?,world premium penetration 2020,0.25636083
Brazilian insurance market perform case sluggish economic scenario ?,flow air traffic North America ?,0.04979771
Brazilian insurance market perform case sluggish economic scenario ?,Brazilian insurance market perform case sluggish economic scenario ?,1.0000001
Brazilian insurance market perform case sluggish economic scenario ?,capacity movement airline companies years ?,0.019806964
Brazilian insurance market perform case sluggish economic scenario ?,big airlines industry China ?,0.07713474
Brazilian insurance market perform case sluggish economic scenario ?,main driver growth automobile industry Europe ?,0.092073925
Brazilian insurance market perform case sluggish economic scenario ?,ROE Indian market ?,0.02815941
Brazilian insurance market perform case sluggish economic scenario ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.08012211
Brazilian insurance market perform case sluggish economic scenario ?,profitable airports ?,0.04988481
Brazilian insurance market perform case sluggish economic scenario ?,Give detailed breakup income expenses South-East Asia,0.0035122894
Brazilian insurance market perform case sluggish economic scenario ?,detailed income statement breakdown Axa ?,0.017489135
Brazilian insurance market perform case sluggish economic scenario ?,country Europe going grow 2020 ?,0.16465507
Brazilian insurance market perform case sluggish economic scenario ?,airline industry performing globally ?,0.11174108
Brazilian insurance market perform case sluggish economic scenario ?,prominent legal cases ?,0.06831438
Brazilian insurance market perform case sluggish economic scenario ?,Show oil rigs world,-0.033362914
Brazilian insurance market perform case sluggish economic scenario ?,profits clocked Cholamandalam 2020 ?,0.08432497
Brazilian insurance market perform case sluggish economic scenario ?,prominent bankruptcies 2020 ?,0.06831438
Brazilian insurance market perform case sluggish economic scenario ?,Lloyd 's syndicates owns maximum number assets ?,0.05077753
Brazilian insurance market perform case sluggish economic scenario ?,company compares peers ?,0.07368322
Brazilian insurance market perform case sluggish economic scenario ?,many passengers carried ?,0.026431069
Brazilian insurance market perform case sluggish economic scenario ?,total losses companies country non life market ?,0.027606942
Brazilian insurance market perform case sluggish economic scenario ?,much money Lloyd 's London make last year ?,0.025270106
Brazilian insurance market perform case sluggish economic scenario ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.0069707823
Brazilian insurance market perform case sluggish economic scenario ?,profitable insurance company India,0.04988481
